id,handle,created_at,text,cleaned_text
1514966337759633415,LivePriceCrypto,2022-04-15 13:58:16+00:00,"#Bitcoin Last Price $40032 #BTC 🚀
Daily Indicators:
RSI: 39.6
MA(20): 43953
MA(50): 42094
MA(200): 48144
Bollinger B. lower/upper: 38486/49419

#Ethereum Last $3005 #ETH
RSI: 44.3
MA(20): 3262
MA(50): 2975
MA(200): 3491
BB: 2926/3598

DM for project price!
#Crypto #Live

34853",bitcoin last price 40032 btc daily indicatorsrsi 396ma20 43953ma50 42094ma200 48144bollinger b lowerupper 3848649419ethereum last 3005 ethrsi 443ma20 3262ma50 2975ma200 3491bb 29263598dm project pricecrypto live34853
1514966312291815427,affan_shaukat,2022-04-15 13:58:10+00:00,You may purchase my 2021: A Crypto Odyssey - Pre History NFT on Rarible now https://t.co/gHDapIW4Zx #rarible #ethereum #nonfungible #digitalasset #nft via @rarible,may purchase 2021 crypto odyssey pre history nft rarible rarible ethereum nonfungible digitalasset nft via rarible
1514966307296489482,VeeKnowsCryptos,2022-04-15 13:58:09+00:00,"tokenviz: 🐋 Top 5 cryptocurrency 24 hours price movement

#BTC: $40,150 (−2.43%)
#ethereum: $3,021.29 (−2.13%)
#BNB: $416.4 (−0.90%)
#XRP: $0.7772 (+6.95%)
#SOL: $101.49 (−3.30%)

👉 Follow to bring #crypto dashboard right to your feed. https://t.co/GUYc6CTXHt",tokenviz top 5 cryptocurrency 24 hours price movementbtc 40150 243ethereum 302129 213bnb 4164 090xrp 07772 695sol 10149 330 follow bring crypto dashboard right feed
1514966300140851205,SotonAhamed5,2022-04-15 13:58:07+00:00,"@EthaxCrypto @EthaxCrypto No doubt this team has an absolutely different approach to their job. I strongly suggest putting your attention to this product.
#ethaxcrypto #ethaxtoken #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin",ethaxcrypto ethaxcrypto doubt team absolutely different approach job strongly suggest putting attention productethaxcrypto ethaxtoken dex cryptocurrency ethereum binancesmartchain bitcoin
1514966280218251264,savagemodee13,2022-04-15 13:58:02+00:00,"Got myself a new babe:)
Check out my new NFT on OpenSea! https://t.co/Ea3f4sgwXg via @opensea 

@MetaTriads 

#nft #nftproject #BlueChipNFT #BlueChip #Ethereum #community https://t.co/Do9ZeJXqwQ",got new babecheck new nft opensea via opensea metatriads nft nftproject bluechipnft bluechip ethereum community
1514966260529905667,SoberToy,2022-04-15 13:57:57+00:00,Check out this item on OpenSea https://t.co/HKGClyOci4 via @opensea #sobersofttoy #nft #NFTCommunity #Ethereum #blockchain #opensea  Morphin time,check item opensea via opensea sobersofttoy nft nftcommunity ethereum blockchain opensea morphin time
1514966248156717067,PetrishchevYuri,2022-04-15 13:57:54+00:00,"@BinanceAfrica Easter egg, Thank you very much Binance. Big request to buy it from me for Ethereum. , You need a lot of money to understand what for the apartment and food. Thank you for your attention. https://t.co/bgo5E6lOnO",binanceafrica easter egg thank much binance big request buy ethereum need lot money understand apartment food thank attention
1514966246135144451,frankmerics,2022-04-15 13:57:54+00:00,"@FIFAHoldersDAO Don't miss this guys

0xbfD782e7dbbA477cfd9769397CAA68D0A3F50ca9

#FND #Ethereum #Bitcoin 
#airdrop",fifaholdersdao dont miss guys0xbfd782e7dbba477cfd9769397caa68d0a3f50ca9fnd ethereum bitcoin airdrop
1514966244658753536,FEdenhuizen,2022-04-15 13:57:54+00:00,"🚀Highest offer in the next 3 days win🔥

#nft #nftart #nfts #nftdrop #nftcollectors #nftartist #nftartwork #opensea #eth #ethereum #polygon #polygonnft #art  #Airdrop #NFTCommunity

Check out this item on OpenSea https://t.co/hwoliPSETO via @opensea",highest offer next 3 days winnft nftart nfts nftdrop nftcollectors nftartist nftartwork opensea eth ethereum polygon polygonnft art airdrop nftcommunitycheck item opensea via opensea
1514966237201113090,SotonAhamed5,2022-04-15 13:57:52+00:00,"@EthaxCrypto @EthaxCrypto This is a good project, a great opportunity to increase your profits. I will support and recommend this project to everyone. Good luck to the team #ethaxcrypto #ethaxtoken #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin",ethaxcrypto ethaxcrypto good project great opportunity increase profits support recommend project everyone good luck team ethaxcrypto ethaxtoken dex cryptocurrency ethereum binancesmartchain bitcoin
